1 2022/08/08 15:32:13,965 3670 [DEBUG ] [main] internal.logging.InternalLoggerFactory internal.logging.InternalLoggerFactory.useLog4J2LoggerFactory(InternalLoggerFactory.java:76) - Using Log4J2 as the default logging framework
2 2022/08/08 15:32:13,982 3687 [DEBUG ] [main] netty.util.ResourceLeakDetector netty.util.ResourceLeakDetector.<clinit>(ResourceLeakDetector.java:129) - -Dio.netty.leakDetection.level: simple
3 2022/08/08 15:32:13,982 3687 [DEBUG ] [main] netty.util.ResourceLeakDetector netty.util.ResourceLeakDetector.<clinit>(ResourceLeakDetector.java:130) - -Dio.netty.leakDetection.targetRecords: 4
4 2022/08/08 15:32:13,992 3697 [DEBUG ] [main] netty.util.ResourceLeakDetectorFactory netty.util.ResourceLeakDetectorFactory$DefaultResourceLeakDetectorFactory.newResourceLeakDetector(ResourceLeakDetectorFactory.java:196) - Loaded default ResourceLeakDetector: io.netty.util.ResourceLeakDetector@3047254d
5 2022/08/08 15:32:14,024 3729 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.explicitNoUnsafeCause0(PlatformDependent0.java:460) - -Dio.netty.noUnsafe: false
6 2022/08/08 15:32:14,024 3729 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.javaVersion0(PlatformDependent0.java:954) - Java version: 16
7 2022/08/08 15:32:14,025 3730 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:135) - sun.misc.Unsafe.theUnsafe: available
8 2022/08/08 15:32:14,027 3732 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:159) - sun.misc.Unsafe.copyMemory: available
9 2022/08/08 15:32:14,028 3733 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:202) - java.nio.Buffer.address: available
10 2022/08/08 15:32:14,029 3734 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:285) - direct buffer constructor: unavailable: Reflective setAccessible(true) disabled
11 2022/08/08 15:32:14,031 3736 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:350) - java.nio.Bits.unaligned: available, true
12 2022/08/08 15:32:14,033 3738 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:417) - jdk.internal.misc.Unsafe.allocateUninitializedArray(int): unavailable: class io.netty.util.internal.PlatformDependent0$6 cannot access class jdk.internal.misc.Unsafe (in module java.base) because module java.base does not export jdk.internal.misc to unnamed module @3551a94
13 2022/08/08 15:32:14,036 3741 [DEBUG ] [main] util.internal.PlatformDependent0 util.internal.PlatformDependent0.<clinit>(PlatformDependent0.java:446) - java.nio.DirectByteBuffer.<init>(long, int): unavailable
14 2022/08/08 15:32:14,037 3742 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.unsafeUnavailabilityCause0(PlatformDependent.java:1116) - sun.misc.Unsafe: available
15 2022/08/08 15:32:14,038 3743 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.estimateMaxDirectMemory(PlatformDependent.java:1227) - maxDirectMemory: 4234149888 bytes (maybe)
16 2022/08/08 15:32:14,039 3744 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.tmpdir0(PlatformDependent.java:1246) - -Dio.netty.tmpdir: C:\Users\10684951\AppData\Local\Temp (java.io.tmpdir)
17 2022/08/08 15:32:14,039 3744 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.bitMode0(PlatformDependent.java:1325) - -Dio.netty.bitMode: 64 (sun.arch.data.model)
18 2022/08/08 15:32:14,041 3746 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.isWindows0(PlatformDependent.java:1076) - Platform: Windows
19 2022/08/08 15:32:14,042 3747 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.<clinit>(PlatformDependent.java:178) - -Dio.netty.maxDirectMemory: -1 bytes
20 2022/08/08 15:32:14,043 3748 [DEBUG ] [main] util.internal.PlatformDependent util.internal.PlatformDependent.<clinit>(PlatformDependent.java:185) - -Dio.netty.uninitializedArrayAllocationThreshold: -1
